474,8,59,Accuracy,https://placehold.it/600x100.png,http://wunsch.com/wilson.corwin,0,0,2017-06-13 16:42:34.608325,2017-06-13 16:42:34.67835
475,8,59,Mind Blast,https://placehold.it/600x100.png,http://wunsch.com/valentina,0,0,2017-06-13 16:42:34.691426,2017-06-13 16:42:34.769046
476,8,59,Telekinesis,https://placehold.it/600x100.png,http://wunsch.com/emmet.bogisich,0,0,2017-06-13 16:42:34.78347,2017-06-13 16:42:34.842037
477,8,59,Cloaking,https://placehold.it/600x100.png,http://wunsch.com/lottie.fahey,0,0,2017-06-13 16:42:34.856078,2017-06-13 16:42:34.945625
478,8,59,Sub-Mariner,https://placehold.it/600x100.png,http://wunsch.com/percival,0,0,2017-06-13 16:42:34.961286,2017-06-13 16:42:35.01756
479,8,59,Human physical perfection,https://placehold.it/600x100.png,http://wunsch.com/kelly,0,0,2017-06-13 16:42:35.03094,2017-06-13 16:42:35.111088
480,8,59,Radiation Absorption,https://placehold.it/600x100.png,http://wunsch.com/dudley.towne,0,0,2017-06-13 16:42:35.125719,2017-06-13 16:42:35.194242
481,8,60,Time Travel,https://placehold.it/600x100.png,http://tromp.co/cecilia.bernier,0,0,2017-06-13 16:42:35.234614,2017-06-13 16:42:35.315544
482,8,60,Power Augmentation,https://placehold.it/600x100.png,http://tromp.co/josiah,0,0,2017-06-13 16:42:35.330366,2017-06-13 16:42:35.381389
483,8,60,Size Changing,https://placehold.it/600x100.png,http://tromp.co/nichole.lindgren,0,0,2017-06-13 16:42:35.395987,2017-06-13 16:42:35.471563
484,8,60,Hydrokinesis,https://placehold.it/600x100.png,http://tromp.co/anastacio,0,0,2017-06-13 16:42:35.490591,2017-06-13 16:42:35.576482
485,8,60,Animal Oriented Powers,https://placehold.it/600x100.png,http://tromp.co/adeline_prosacco,0,0,2017-06-13 16:42:35.59005,2017-06-13 16:42:35.65499
486,8,60,Vision - Thermal,https://placehold.it/600x100.png,http://tromp.co/jamaal.langosh,0,0,2017-06-13 16:42:35.670428,2017-06-13 16:42:35.754608
487,8,60,Entropy Projection,https://placehold.it/600x100.png,http://tromp.co/je_ullrich,0,0,2017-06-13 16:42:35.767417,2017-06-13 16:42:35.832125
488,8,60,Cold Resistance,https://placehold.it/600x100.png,http://tromp.co/ashly,0,0,2017-06-13 16:42:35.846377,2017-06-13 16:42:35.922403
489,8,60,Enhanced Smell,https://placehold.it/600x100.png,http://tromp.co/georgianna.champlin,0,0,2017-06-13 16:42:35.935626,2017-06-13 16:42:35.997004
490,8,60,Latent Abilities,https://placehold.it/600x100.png,http://tromp.co/elyse,0,0,2017-06-13 16:42:36.011106,2017-06-13 16:42:36.079066
491,8,61,Matter Absorption,https://placehold.it/600x100.png,http://pourosmclaughlin.info/isaac,0,0,2017-06-13 16:42:36.112581,2017-06-13 16:42:36.17948
492,8,61,Separation,https://placehold.it/600x100.png,http://pourosmclaughlin.info/dallin.kutch,0,0,2017-06-13 16:42:36.195558,2017-06-13 16:42:36.263427
